Gene ID	Gene Name	Design Element	g1_g2.p-value	g1_g2.t-statistic	g1_g2.log2foldchange
ENSG00000000003	TSPAN6	209109_s_at	0.280059015508674	-1.32173202913968	-0.1
ENSG00000000005	TNMD	220065_at	0.520833239789468	0.827160556551174	0.1
ENSG00000000419	DPM1	202673_at	2.15472744483724e-07	-5.66112419841804	-0.3
ENSG00000000457	SCYL3	41329_at	0.000151082116494574	-4.16647064545318	-0.3
ENSG00000000460	C1orf112	220840_s_at	0.712443556396322	0.498685797279694	0
ENSG00000000938	FGR	208438_s_at	1.85070974372534e-12	7.7454554841494	0.3
ENSG00000000971	CFH	213800_at	5.84765824263604e-11	7.1738893106588	0.6
ENSG00000001036	FUCA2	223120_at	5.29561766927217e-16	9.00512224969407	0.6
ENSG00000001084	GCLC	202923_s_at	9.05365576620706e-06	4.85636302130382	0.3
ENSG00000001167	NFYA	204108_at	1.45393241998324e-09	6.61310390160268	0.3
ENSG00000001460	STPG1	227694_at	0.0403853213178308	-2.35192950199148	-0.1
ENSG00000001461	NIPAL3	225876_at	0.329702186418742	-1.20472379087555	-0.1
ENSG00000001497	LAS1L	208117_s_at	0.00209031669008864	-3.42007574496935	-0.1
ENSG00000001561	ENPP4	204160_s_at	2.74002385788426e-08	6.06897609911945	0.5
ENSG00000001617	SEMA3F	35666_at	5.95933946143808e-12	-7.55583314400028	-0.4
ENSG00000001626	CFTR	205043_at	0.00951392124620728	-2.91619504168445	-0.1
ENSG00000001629	ANKIB1	224682_at	0.116538620584612	-1.84599702606745	-0.1
ENSG00000002016	RAD52	205647_at	0.00260238082273629	3.3511374036306	0.1
ENSG00000002079	MYH16	1564072_at	0.7065983883654	-0.508318175009008	0
ENSG00000002330	BAD	1861_at	0.217505776039082	1.48699205177295	0.1
ENSG00000002549	LAP3	217933_s_at	0.525370114616721	0.81908891985386	0.1
ENSG00000002586	CD99	201029_s_at	0.2399283338621	1.42546237197434	0.1
ENSG00000002587	HS3ST1	205466_s_at	0.139145644379997	1.7499082554734	0.2
ENSG00000002726	AOC1	203559_s_at	0.000119325903596123	4.22835337978592	0.2
ENSG00000002745	WNT16	221113_s_at	0.0731803421294176	-2.080148470975	-0.1
ENSG00000002746	HECW1	215584_at	5.97734494114963e-05	4.4041406701348	0.3
ENSG00000002834	LASP1	200618_at	1.24145554207031e-06	5.29671540166017	0.3
ENSG00000002919	SNX11	53912_at	0.00452009287607637	-3.1726703681319	-0.1
ENSG00000002933	TMEM176A	218345_at	1.27611642674823e-22	11.1526753320913	0.9
ENSG00000003056	M6PR	200901_s_at	3.03510537779971e-12	7.66533504996657	0.3
ENSG00000003096	KLHL13	227875_at	2.2019821714758e-08	-6.11131757377879	-0.4
ENSG00000003137	CYP26B1	219825_at	9.97032466981071e-05	-4.27507118330184	-0.3
ENSG00000003147	ICA1	210547_x_at	0.107829535657841	1.88717415024688	0.1
ENSG00000003249	DBNDD1	222234_s_at	8.48563922501572e-06	-4.87156877147144	-0.2
ENSG00000003393	ALS2	226291_at	0.00017091978069383	-4.13415974215961	-0.2
ENSG00000003400	CASP10	210955_at	0.0616018338886784	2.16235036818744	0.1
ENSG00000003402	CFLAR	209939_x_at	4.08418350100306e-15	8.69876703973146	0.5
ENSG00000003436	TFPI	213258_at	2.2157472747377e-15	8.79063606774422	0.7
ENSG00000003509	NDUFAF7	223560_s_at	0.116691779226182	1.84529063559769	0.1
ENSG00000003756	RBM5	201395_at	0.207487992400793	1.51623271668516	0.1
ENSG00000003987	MTMR7	243804_at	0.606553256616942	0.677564713561868	0
ENSG00000003989	SLC7A2	225516_at	0.333883440008885	-1.19526395361005	-0.1
ENSG00000004139	SARM1	213257_at	0.0203000195521187	2.6351637546226	0.1
ENSG00000004142	POLDIP2	222425_s_at	0.80486568729215	0.34226992290013	0
ENSG00000004399	PLXND1	38671_at	5.33415077490789e-20	10.3283673756613	0.6
ENSG00000004455	AK2	212174_at	0.039255846055679	2.36395358287679	0.1
ENSG00000004468	CD38	205692_s_at	1.00983880391681e-25	12.1163761259671	1.6
ENSG00000004478	FKBP4	200895_s_at	0.26299934639619	-1.36480971699223	-0.1
ENSG00000004487	KDM1A	212348_s_at	0.734415080933023	-0.462276947370209	0
ENSG00000004534	RBM6	201967_at	0.0188728454488959	2.66386882756531	0.2
ENSG00000004660	CAMKK1	223460_at	1.7856294042703e-13	-8.11791355099069	-0.3
ENSG00000004700	RECQL	212917_x_at	0.0373922624861269	-2.38532762949212	-0.2
ENSG00000004766	VPS50	226031_at	0.134486755768275	-1.76843024539319	-0.1
ENSG00000004776	HSPB6	214767_s_at	0.0772037658853942	2.05519741954854	0.2
ENSG00000004777	ARHGAP33	213827_at	0.969696164467598	0.0565165047362716	0
ENSG00000004779	NDUFAB1	202077_at	0.0029184408631133	-3.31473158423466	-0.1
ENSG00000004799	PDK4	225207_at	7.68253529289917e-06	4.8941597009516	0.4
ENSG00000004809	SLC22A16	232232_s_at	0.226203033797172	1.46220561569357	0.1
ENSG00000004846	ABCB5	1555371_at	0.487676634866582	-0.886538525125244	0
ENSG00000004848	ARX	238878_at	1.39626628827374e-10	7.02514867360825	0.5
ENSG00000004864	SLC25A13	203775_at	3.61958834829333e-09	-6.44731286231769	-0.4
ENSG00000004866	ST7	207524_at	0.412923041241327	1.02886975496225	0.1
ENSG00000004897	CDC27	217879_at	0.00187310073674452	3.45397794436933	0.2
ENSG00000004939	SLC4A1	205592_at	0.0257813467269115	2.53941329729503	0.1
ENSG00000004948	CALCR	207887_s_at	0.247588607667119	-1.40503453990871	0
ENSG00000004961	HCCS	203746_s_at	0.00109057438171144	-3.61800747492342	-0.2
ENSG00000004975	DVL2	57532_at	0.000915837632961389	3.66929467508613	0.1
ENSG00000005001	PRSS22	205847_at	3.0177432141178e-07	5.59240701925406	0.4
ENSG00000005007	UPF1	211168_s_at	0.352267550271084	1.15518776996014	0.1
ENSG00000005020	SKAP2	204362_at	2.33665269000676e-08	6.10001363918102	0.5
ENSG00000005022	SLC25A5	200657_at	5.17394863649737e-06	-4.98351646458964	-0.3
ENSG00000005059	MCUB	218802_at	8.62493502210905e-07	-5.37408193848567	-0.2
ENSG00000005073	HOXA11	213823_at	0.904969225115034	-0.172525981486976	0
ENSG00000005100	DHX33	222875_at	0.0255168377257597	-2.54354200046113	-0.1
ENSG00000005102	MEOX1	205619_s_at	1.49535716270027e-15	8.84959881001847	0.6
ENSG00000005108	THSD7A	214920_at	0.00272708121670773	3.33609345762023	0.3
ENSG00000005156	LIG3	1554597_at	2.81904081692863e-20	-10.4165769679692	-0.4
ENSG00000005175	RPAP3	218842_at	0.00444399162107245	-3.17821505470978	-0.3
ENSG00000005187	ACSM3	210377_at	0.127167793424687	-1.79885732267203	0
ENSG00000005189	REXO5	215215_s_at	0.607818283301597	0.675160148906813	0
ENSG00000005194	CIAPIN1	208968_s_at	0.000490391790902561	-3.84742431682103	-0.2
ENSG00000005206	SPPL2B	225248_at	0.172160691198457	1.62851891022538	0.1
ENSG00000005238	FAM214B	211433_x_at	0.548664140706255	0.776739209750223	0
ENSG00000005243	COPZ2	219561_at	0.433522673966054	0.98805696386618	0
ENSG00000005249	PRKAR2B	203680_at	1.79281879221529e-07	5.69808753298085	0.5
ENSG00000005302	MSL3	207551_s_at	3.42838959301141e-07	5.56656045529695	0.3
ENSG00000005339	CREBBP	202160_at	0.000162876500250682	-4.14692997122636	-0.2
ENSG00000005379	TSPOAP1	205839_s_at	0.00475888552277551	-3.15551810144781	-0.1
ENSG00000005381	MPO	203949_at	0.00765140684495013	-2.99354990080744	-0.1
ENSG00000005421	PON1	206345_s_at	0.144403777811427	-1.72971585045095	-0.1
ENSG00000005436	GCFC2	216305_s_at	1.03186207496929e-05	-4.82625234504132	-0.3
ENSG00000005448	WDR54	225898_at	0.000873633231329182	3.68302529227069	0.2
ENSG00000005469	CROT	204573_at	4.53981700289196e-07	-5.50787979175555	-0.3
ENSG00000005471	ABCB4	207819_s_at	0.778958355219443	0.386954923898549	0
ENSG00000005483	KMT2E	223190_s_at	0.00052651851739773	-3.82729978239806	-0.3
ENSG00000005486	RHBDD2	222995_s_at	0.0384842188253772	2.372882855876	0.2
ENSG00000005513	SOX8	226913_s_at	0.46408489893555	-0.930087458128592	0
ENSG00000005700	IBTK	210970_s_at	0.063592226988257	-2.14741000168613	-0.1
ENSG00000005801	ZNF195	204234_s_at	0.0699732235393753	-2.10146303523461	-0.1
ENSG00000005810	MYCBP2	201960_s_at	5.81650449693993e-16	-8.99058802677332	-0.6
ENSG00000005812	FBXL3	225132_at	1.92370660121454e-11	-7.36104432803481	-0.4
ENSG00000005844	ITGAL	1554240_a_at	4.52335922180524e-28	12.8251145494665	1.3
ENSG00000005882	PDK2	213724_s_at	0.0396685359200802	2.35952186251924	0.1
ENSG00000005889	ZFX	229022_at	0.199241323204628	-1.54198192546078	-0.1
ENSG00000005893	LAMP2	200821_at	1.55912791907718e-08	-6.17636603929783	-0.3
ENSG00000005961	ITGA2B	206493_at	0.494448704187212	-0.874735411390762	0
ENSG00000005981	ASB4	235619_at	0.741567283059907	0.450057091102931	0
ENSG00000006007	GDE1	202593_s_at	0.389095945539427	-1.07880784884979	-0.1
ENSG00000006015	REX1BD	51200_at	3.47590529097582e-05	4.53771154557358	0.3
ENSG00000006016	CRLF1	206315_at	0.00206547945059202	-3.42372220864612	-0.2
ENSG00000006025	OSBPL7	227946_at	1.56289667410622e-19	10.1751351321938	0.5
ENSG00000006042	TMEM98	223170_at	0.232175929043349	-1.44621187818889	-0.1
ENSG00000006047	YBX2	219704_at	0.0147755565921118	2.75636880567287	0.1
ENSG00000006059	KRT33A	208483_x_at	1.31426861425379e-05	-4.77055322187691	-0.3
